4.618268493784338347e+00,7.724574006573714513e-02
4.884362342223838027e+00,1.559491236759633637e-01
5.009721655622364267e+00,1.469643991580245057e-01
5.081668512109977165e+00,2.352251394266327011e-01
4.848722423617724431e+00,2.631998771010497506e-01
4.552534696640123002e+00,2.797541255556250661e-01
4.292717619036341858e+00,2.959406832111062258e-01
4.073491006229759570e+00,3.103645596187964983e-01
3.891218721929156743e+00,3.213883146936264978e-01
3.727519078799672592e+00,3.323955896930517184e-01
3.584176818442632140e+00,3.402350232902304761e-01
3.429405721707015076e+00,3.410093687467585788e-01
3.398789569024402546e+00,3.481471657205479353e-01
3.257756452281811654e+00,3.433624057530813012e-01
3.231355714226630038e+00,3.529183506914077562e-01
3.127746233116322827e+00,3.419596395806419054e-01
2.932323065619186764e+00,3.608665547027936071e-01
3.098769592768175762e+00,3.316160076243797050e-01
2.962638086247070035e+00,3.523333810300259827e-01
2.907954511552472532e+00,3.530394378935568511e-01
2.828056208442303543e+00,3.299392410581116764e-01
2.737554443207938171e+00,3.150239896926549932e-01
2.711670097609028218e+00,3.252140851187257375e-01
2.738149977858201023e+00,3.549381235603052964e-01
2.675909422572235297e+00,3.809793559951466513e-01
2.649018137612112689e+00,3.040078080796009274e-01
2.589537621432322467e+00,2.707850460687488692e-01
2.488050217609995673e+00,2.939739243536299007e-01
2.402028853000197639e+00,3.193134194461140218e-01
2.315092440747747560e+00,3.451976878481874955e-01
2.304286439173402368e+00,3.573592496255262319e-01
2.249744478345863108e+00,3.812162260366704913e-01
2.221917492522124338e+00,3.962434826025738044e-01
2.185440609739472961e+00,4.082413970250842183e-01
2.126731234966013684e+00,3.019663248471939898e-01
1.987987090955818825e+00,1.627513093106742748e-01
1.922522894050765041e+00,8.026692425873904746e-02
1.788125504988801850e+00,5.109851769903461793e-02
1.722138865974293997e+00,3.438488985459264846e-02
1.696171576043555618e+00,2.492281194040435466e-02
1.648099789196078468e+00,1.800515011805003951e-02
1.592149521405669343e+00,1.353029932245464195e-02
1.598780760013675639e+00,1.945008650403057260e-02
1.676444693966913757e+00,4.371320677595402771e-02
1.699459863192621656e+00,6.545881516574758585e-02
1.745573679404648804e+00,9.039043823720183113e-02
1.828098578390782603e+00,1.260964582861017202e-01
1.881187097597095903e+00,1.632086848564897608e-01
1.919830321175645338e+00,1.948215821115559798e-01
1.918094516865677779e+00,2.307182419474147483e-01
1.872262425100034378e+00,2.549711561689043116e-01
1.878611603918082240e+00,2.777051734563551477e-01
1.870454365500212823e+00,2.956644373583099394e-01
1.846752019331202144e+00,3.193711038896314136e-01
1.804107016733929481e+00,3.335541625780078512e-01
1.815174968066287420e+00,3.426888151704758911e-01
1.798054867844742333e+00,3.521705543260247318e-01
1.803232242163031129e+00,3.654007078089966942e-01
1.809158199869538963e+00,3.764985210808433624e-01
1.799198387815600597e+00,3.877512004521921352e-01
1.766001210521741971e+00,3.944880726618738009e-01
1.775746073247403523e+00,4.057042765897196368e-01
1.760245890793909362e+00,3.962084938433865222e-01
1.783931586121465518e+00,3.195130899926341694e-01
1.766850785751903352e+00,2.890406352859700156e-01
1.763247114904759494e+00,2.730410781664185382e-01
1.745973689080015934e+00,2.611054302491344625e-01
1.730305495934528759e+00,2.552496935073056417e-01
1.715235255569697026e+00,2.570765471191216456e-01
1.653899609619704059e+00,2.042343181247847639e-01
1.639797636259302305e+00,1.195919138505314727e-01
1.611977008175369486e+00,7.717415009432104789e-02
1.566693890246141141e+00,4.979409614809737761e-02
1.520315952333390230e+00,3.669047093564548057e-02
1.438690893868269427e+00,2.803229234083337573e-02
1.428793273113210915e+00,2.393894114160688424e-02
1.397811738654353597e+00,1.849375713916501240e-02
1.380676576995238491e+00,1.555198667462120987e-02
1.353157079241985361e+00,1.386436224566134356e-02
1.324739664227480684e+00,1.111066949121752856e-02
1.318162677339963507e+00,1.311552396751403116e-02
1.269200372309533975e+00,8.836092630164937844e-03
1.265495943969234371e+00,8.314874900455571094e-03
1.253774394847854801e+00,7.168652449035750607e-03
1.242353942845865644e+00,5.976616203624551815e-03
1.235133138581753665e+00,6.542863841693113969e-03
1.230342798981297392e+00,6.628943105333906516e-03
1.228410525386316676e+00,5.705802308840768333e-03
1.212049870805516072e+00,5.585453575932985970e-03
1.193813356775317081e+00,4.896896615413259823e-03
1.185598047442508296e+00,4.109635228473962343e-03
1.180131178103454026e+00,3.874540228649969720e-03
1.168847387120566017e+00,5.283694825678919571e-03
1.151883374575086938e+00,4.421471693964784677e-03
1.130168988250780382e+00,3.891037432576904820e-03
1.120293174098534683e+00,3.056936998113490844e-03
1.135582420711005236e+00,5.065304919013469132e-03
1.118039654093889723e+00,3.479528331480352676e-03
1.120143027608070385e+00,4.008050874947599596e-03
1.093052120293837470e+00,2.768576770434405532e-03
1.101947409059978344e+00,3.483926064241416043e-03
1.103812153399110763e+00,3.835619885303342969e-03
1.082677527316910471e+00,3.904701658060671932e-03
1.092585127431896508e+00,4.628413754486082610e-03
1.069279457760269114e+00,3.192405742634463195e-03
1.062012214928838238e+00,2.942011660438614840e-03
1.052433144988435210e+00,2.579679402896939422e-03
1.028604198194453145e+00,2.480640023738267530e-03
1.035229436114221580e+00,3.139661124942572101e-03
1.036493075623737825e+00,2.614155694381281592e-03
1.028915398264247161e+00,2.107068497063879775e-03
1.025854211066988375e+00,2.710863913462313590e-03
1.026426249859064388e+00,2.482105333534434521e-03
1.019519234531454988e+00,1.859757445601850634e-03
1.019908157477239286e+00,2.231016861737877832e-03
1.013281177393636767e+00,2.221193753937367177e-03
1.013943391343789191e+00,2.846451264552296578e-03
1.015207082889825196e+00,2.555480904862683644e-03
1.016133124549249755e+00,2.750770063577823166e-03
9.940669364402697772e-01,2.752367793580234867e-03
9.963161613622286694e-01,2.925203143559151897e-03
1.005390458646712615e+00,2.912625163727922128e-03
9.955531701108892850e-01,2.331654810395877853e-03
9.868504332412736391e-01,2.488454235224257793e-03
9.881257862360658395e-01,1.980992884777044161e-03
9.856339713814570302e-01,2.037305950911671992e-03
9.629611225481479186e-01,2.343035750731137234e-03
9.754092531571034730e-01,2.186275206517152014e-03
9.786603141392208327e-01,2.400557342090547941e-03
9.666046026671648583e-01,2.064205198830770804e-03
9.718046309156387341e-01,2.210206376598744527e-03
9.713512091224304479e-01,2.821051634233517902e-03
9.516975822461422041e-01,2.394947054628504546e-03
9.538370373961462256e-01,3.286382237819407415e-03
9.443402780621688031e-01,2.372854422686976328e-03
9.439335842340296212e-01,1.844201800800360225e-03
9.481830934794529542e-01,1.846030912653340295e-03
9.395028729743830631e-01,1.730804622237958057e-03
9.432366202642130659e-01,2.292641345275292508e-03
9.335893561338768354e-01,2.218335919432323777e-03
9.443740581880963880e-01,2.627233504151282872e-03
9.341780270801116615e-01,2.225478991179086208e-03
9.336878653248433801e-01,2.362011079118375712e-03
9.199449007552461532e-01,2.396334154300294728e-03
9.314081416747774789e-01,3.214263428631403130e-03
9.323499290139625195e-01,3.647271177064981273e-03
9.308215658192426911e-01,3.038161454973931086e-03
9.223593887671184266e-01,4.210146327411345979e-03
9.108292917119908960e-01,3.183687207494623195e-03
9.310764364805671489e-01,3.336957808579676943e-03
9.106296827509114955e-01,2.648397858734163890e-03
8.982406805682188189e-01,2.679628444721471325e-03
9.207667648370181368e-01,2.957294118169140340e-03
8.939215127695476770e-01,2.089434087790609240e-03
9.049500310509122070e-01,2.066861649128837186e-03
9.039112121917635134e-01,1.963126311639640242e-03
9.024251072259164008e-01,1.877595255978081745e-03
9.028116318103727167e-01,2.235759760137234764e-03
9.013537646531863956e-01,2.526616656102542713e-03
8.739332789441357496e-01,2.699234125631888581e-03
8.859735551476828341e-01,2.346428863215566096e-03
8.822267801229239925e-01,2.619333066171569691e-03
8.701209583396587455e-01,1.835318392010343302e-03
8.542627354087155567e-01,1.285607766265628449e-03
8.557601581575913219e-01,1.490391563278681275e-03
8.454781956914934060e-01,1.547108667669272464e-03
8.486666249881993362e-01,1.415102274162638452e-03
8.378543634415311914e-01,1.182530122110447834e-03
8.279522042407316818e-01,8.507905233116064281e-04
8.236716462674562589e-01,5.039512190627704058e-04
8.210738656974165828e-01,5.054157885278076634e-04
8.199808552087237690e-01,6.569045135915718703e-04
8.183547273087392604e-01,4.940632977523673475e-04
8.170586718177585972e-01,3.757891574804883561e-04
8.150299845848891778e-01,4.527293709833957180e-04
8.140051107454810975e-01,4.451953120043761203e-04
8.143275142355062002e-01,4.190806921707812549e-04
8.149994143570000737e-01,5.392907374996980252e-04
8.183048341100573886e-01,9.235401507913243435e-04
8.278042718174432046e-01,1.542296129244613567e-03
8.398616249202481843e-01,2.131890425497440233e-03
8.147315346424095495e-01,1.197896654363539426e-03
8.094813704532828336e-01,6.389927014275320616e-04
8.103513228397967172e-01,7.966351991377518260e-04
8.115952394637163669e-01,9.124798862563121560e-04
8.143937268508213423e-01,8.996250798415372785e-04
8.114689068139425698e-01,1.081946574344572198e-03
8.061919047215013734e-01,6.401407739415887477e-04
8.027980557613818569e-01,4.314320126572734893e-04
8.025127603615833660e-01,4.502885908826970152e-04
8.011747632959914656e-01,4.957298374129726071e-04
7.993773954895774247e-01,5.053351928455684927e-04
7.982783799003014824e-01,3.740200756039424590e-04
7.967326797342539901e-01,3.352698755355598692e-04
7.954215641017408078e-01,3.340151513548939022e-04
7.944039051734945733e-01,4.295054247793750335e-04
7.934152071350601965e-01,3.608560580020681030e-04
7.920682122696337535e-01,3.299741446946002910e-04
7.912914257961198850e-01,3.022984366444214643e-04
7.897313916765653641e-01,3.296218873058975873e-04
7.886767803646402841e-01,3.238325909599160113e-04
7.883802409240785458e-01,3.141376502728832065e-04
7.877296540060554353e-01,3.301492088676472036e-04
7.865791319396284731e-01,3.617915624039014233e-04
7.851926545662937240e-01,3.755913268463917376e-04
7.846098693398784185e-01,4.114366852410178410e-04
7.838278020519529043e-01,3.776099356366247051e-04
7.822357783968914013e-01,3.711953566660763926e-04
7.815271884667012170e-01,3.629436725679502374e-04
7.810967961378251223e-01,3.701705231152763176e-04
7.805590921783975844e-01,3.574715531484695674e-04
7.795846918293414252e-01,4.346389634954928027e-04
7.789625455168845969e-01,3.668430076467776857e-04
7.770349730962076151e-01,3.860917693501164649e-04
7.760871834476503750e-01,4.178675636854478626e-04
7.753175488821913985e-01,4.099760778241146042e-04
7.750922216757014649e-01,3.414380739302780299e-04
7.746655250702045858e-01,3.611732561543679054e-04
7.741830893499723754e-01,3.973558553251876901e-04
7.728801968044682891e-01,4.018114353702140207e-04
7.718595199398916584e-01,4.148502390540764750e-04
7.714199733399184078e-01,4.282991818288506281e-04
7.708517738463384061e-01,4.021497794165496131e-04
7.700319242965474320e-01,4.313722966680089144e-04
7.688447989692076545e-01,4.292926034895616638e-04
7.680199040141644229e-01,4.741142294335531915e-04
7.675761999061796459e-01,4.852244983356568397e-04
7.668980405468348582e-01,4.893686200529989705e-04
7.664596438786273058e-01,4.706249089885261583e-04
7.660104299753534018e-01,4.234095005428706315e-04
7.647834565829643161e-01,3.940042785464115127e-04
7.642334972711999352e-01,3.838029751397353806e-04
7.635637505211065879e-01,4.108988076119146626e-04
7.630017100776442796e-01,4.175593049895454101e-04
7.622968490277246545e-01,3.867881719528121209e-04
7.616163065593408721e-01,3.715360126379518846e-04
7.612583011411403477e-01,3.423662351720313524e-04
7.605839492864017171e-01,3.234529940154828864e-04
7.605839492864017171e-01,3.234529940154828864e-04
7.595870974730331016e-01,3.141930824596128602e-04
7.591373477222477240e-01,3.172936573321294418e-04
7.586857427590916192e-01,2.968824457314500620e-04
7.585409034499772662e-01,2.826116698536607075e-04
7.581991516331976211e-01,2.727309717358572527e-04
7.577426209188161677e-01,2.873601403440284585e-04
7.576074525561562467e-01,2.646588066077537604e-04
7.571499342195533444e-01,2.779839930693306371e-04
7.562267855335059741e-01,2.926253319720517609e-04
